job_title,experience_level,employment_type,company_size,company_location,industry,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Data Science Manager,Mid,Full-time,S,US,Manufacturing,50,3.1,Bachelors,SQL,5,4,True,12.8,103914
Data Engineer,Lead,Full-time,M,US,Technology,0,13.0,Masters,SQL,9,4,True,8.4,242287
Data Analyst,Entry,Full-time,M,CA,Technology,0,1.4,Masters,Python,5,1,False,3.3,55121
AI Engineer,Senior,Full-time,M,IN,Technology,50,8.7,Bachelors,SQL,15,2,True,9.4,47194
Business Intelligence Analyst,Lead,Full-time,M,BR,Finance,50,13.8,Masters,Python,12,5,True,8.0,53265
AI Engineer,Entry,Full-time,S,ES,Media,0,1.0,Bootcamp,Python,12,1,True,11.3,34521
Data Science Manager,Mid,Full-time,M,SG,Finance,50,7.4,Masters,,6,0,False,2.7,105855
Computer Vision Engineer,Lead,Full-time,M,NL,Media,100,14.4,Bachelors,Python,7,1,True,10.2,136089
MLOps Engineer,Entry,Full-time,S,DE,Consulting,0,2.8,,SQL,6,3,True,14.6,78621
MLOps Engineer,Mid,Full-time,M,DE,Technology,50,7.9,Bootcamp,SQL,11,2,True,13.5,82992
Data Analyst,Executive,Full-time,M,US,Technology,50,17.5,Bachelors,Python,6,5,True,18.5,131054
Data Engineer,Entry,Full-time,S,US,Technology,0,2.5,Masters,SQL,10,1,True,13.1,82094
LLM Engineer,Entry,Full-time,S,BR,Education,0,1.5,Masters,Python,6,1,True,8.1,21142
Data Engineer,Mid,Contract,S,GB,Technology,50,6.5,Bachelors,Python,4,0,True,9.4,82559
Data Analyst,Entry,Full-time,S,DE,Technology,100,1.2,Self-taught,Python,7,0,False,3.7,34784
Data Scientist,Entry,Full-time,S,IN,Education,0,5.3,Masters,Julia,7,2,False,3.3,23414
Data Analyst,Mid,Full-time,M,US,Education,0,5.1,Masters,Scala,10,3,False,2.1,53843
AI Engineer,Mid,Full-time,L,US,Technology,50,6.0,Masters,Python,5,0,True,4.2,172258
Computer Vision Engineer,Executive,Full-time,M,GB,Technology,0,16.8,Bachelors,R,7,2,True,6.2,201864
Data Engineer,Lead,Freelance,M,US,Media,50,15.0,Masters,Python,7,3,True,6.4,154670
Analytics Engineer,Entry,Full-time,M,BR,Technology,100,2.1,Masters,SQL,6,2,True,11.8,23344
Data Scientist,Mid,Full-time,S,US,Finance,50,4.9,Bootcamp,Python,9,0,True,4.7,127143
LLM Engineer,Entry,Contract,S,IN,Healthcare,50,3.1,Bootcamp,Python,4,0,False,0.9,17225
Computer Vision Engineer,Mid,Full-time,M,CA,Healthcare,50,5.6,Bachelors,Scala,10,2,False,2.2,92134
Machine Learning Engineer,Mid,Full-time,M,ES,Technology,50,6.2,Bachelors,Python,7,1,True,7.1,57861
Machine Learning Engineer,Senior,Full-time,S,NL,Finance,0,10.3,Bachelors,Julia,9,1,True,8.2,104619
Business Intelligence Analyst,Entry,Contract,L,US,Finance,0,0.0,Bachelors,Python,5,1,False,0.1,65964
Data Analyst,Lead,Full-time,M,GB,Healthcare,0,17.7,Bachelors,Python,9,1,False,1.4,103844
Computer Vision Engineer,Senior,Full-time,S,DE,Finance,50,8.6,Bachelors,Python,6,3,False,1.9,116896
Computer Vision Engineer,Entry,Full-time,M,US,Retail,100,1.5,Bachelors,Python,5,1,True,9.2,72148
Data Science Manager,Mid,Full-time, M ,BR,Healthcare,100,5.8,Masters,SQL,6,1,True,19.8,47174
Business Intelligence Analyst,Lead,Full-time,S,GB,Finance,0,13.7,Masters,Python,7,2,True,11.9,115193
Machine Learning Engineer,Mid,Full-time,S,GB,Government,100,6.6,Bachelors,SQL,10,2,True,6.9,79435
MLOps Engineer,Mid,Full-time,M,NL,Technology,50,4.4,PhD,Python,8,2,False,0.3,120935
AI Engineer,Lead,Full-time,M,CA,Retail,100,16.1,Masters,Python,12,1,True,5.6,141969
Data Engineer,Entry,Full-time,M,NL,Technology,50,1.0,Masters,Python,11,2,True,11.1,89076
Data Science Manager,Lead,Part-time,M,US,Technology,0,14.1,Masters,Python,10,4,True,14.7,176835
Data Scientist,Executive,Full-time,M,BR,Media,50,18.2,Masters,Python,11,2,True,11.7,54974
Data Analyst,Mid,Full-time,S,ES,Finance,0,6.6,Bachelors,Python,4,1,False,0.7,49598
Computer Vision Engineer,Mid,Full-time,M,IN,Technology,50,7.3,Bachelors,Python,13,1,True,7.4,32965
Data Science Manager,Senior,Full-time,S,US,Technology,0,10.6,Bachelors,Python,9,2,True,13.0,177754
Data Analyst,Lead,Full-time,M,GB,Manufacturing,0,12.6,Bachelors,Scala,7,1,False,5.5,105475
Data Science Manager,Mid,Full-time,S,BR,Technology,50,7.4,Masters,Python,8,1,False,2.8,33733
LLM Engineer,Mid,Full-time,S,FR,Technology,0,6.8,Masters,Python,7,0,True,2.6,95314
Analytics Engineer,Executive,Full-time,L,ES,Technology,0,17.3,Bachelors,Python,6,1,False,5.0,146228
AI Engineer,Executive,Full-time,M,US,Finance,50,18.5,Self-taught,Python,9,6,True,10.7,232543
Data Engineer,Senior,Full-time,L,IN,Healthcare,50,12.5,Self-taught,Python,10,3,True,12.6,43629
Data Scientist,Mid,Full-time,M,US,Finance,50,5.1,Bachelors,Python,10,2,False,3.7,124345
Data Engineer,Mid,Full-time,M,US,Manufacturing,100,3.6,Bootcamp,Python,6,2,False,2.1,89126
Data Engineer,Lead,Full-time,M,US,Government,50,16.9,Self-taught,SQL,12,4,True,15.6,163578
Data Scientist,Mid,Full-time,M,IN,Technology,50,6.8,Bachelors,Python,3,1,False,3.3,33625
Data Scientist,Lead,Full-time,M,DE,Healthcare,0,12.0,Masters,SQL,4,3,False,0.5,184061
Data Analyst,Senior,Contract,L,AU,Energy,0,10.9,Masters,Scala,9,3,True,11.4,90315
Machine Learning Engineer,Mid,Full-time,L,US,Technology,100,5.3,Masters,Python,7,1,False,0.0,188427
Analytics Engineer,Entry,Full-time,S,CA,Finance,0,1.1,Bachelors,Java,8,2,True,15.7,55095
AI Engineer,Mid,Contract,M,DE,Consulting,50,8.4,Bootcamp,SQL,17,3,False,1.1,67231
AI Engineer,Senior,Full-time,L,ES,Technology,50,11.0,PhD,SQL,9,2,True,11.4,154063
Analytics Engineer,Executive,Freelance,L,US,Finance,100,20.0,Bachelors,Python,4,4,True,13.0,186873
LLM Engineer,Mid,Full-time,M,AU,Retail,0,5.2,PhD,Python,4,0,True,11.0,108383
Machine Learning Engineer,Lead,Full-time,L,US,Retail,50,13.0,Masters,Python,8,4,False,2.7,245041
AI Engineer,Mid,Full-time,M,US,Education,50,5.0,Bachelors,Python,11,3,False,2.3,116579
Computer Vision Engineer,Lead,Full-time,L,US,Technology,0,13.3,Bachelors,Python,9,2,True,9.3,222043
Data Scientist,Mid,Full-time,M,US,Consulting,100,7.5,Bachelors,R,6,4,True,9.8,133086
AI Engineer,Mid,Contract,M,US,Education,0,,PhD,Python,10,1,True,9.3,134985
Analytics Engineer,Senior,Contract,S,DE,Technology,50,10.7,Masters,SQL,8,2,True,11.2,87450
Machine Learning Engineer,Lead,Full-time,S,CA,Technology,50,16.8,Bachelors,SQL,5,1,True,8.1,118339
Analytics Engineer,Mid,Full-time,L,ES,Finance,0,,Bachelors,Java,9,2,True,11.1,69387
LLM Engineer,Senior,Full-time,S,US,Healthcare,50,14.4,Masters,Python,8,2,True,13.7,148456
Analytics Engineer,Senior,Full-time,M,US,Healthcare,0,4.7,Bachelors,Python,12,1,True,16.9,140980
AI Engineer,Lead,Full-time,M,US,Consulting,0,17.0,Bachelors,R,6,2,True,18.8,145958
MLOps Engineer,Senior,Full-time,L,DE,Technology,100,9.8,Bachelors,Python,8,2,False,0.0,141974
MLOps Engineer, Mid ,Full-time,M,US,Manufacturing,100,8.4,Bachelors,Python,4,1,False,0.0,101952
Data Engineer,Entry,Full-time,M,US,Finance,0,4.1,Self-taught,,7,0,True,11.9,66094
Data Scientist,Mid,Full-time,M,AU,Media,0,8.1,Masters,Julia,8,1,True,5.7,108995
Computer Vision Engineer,Entry,Full-time,M,CA,Finance,100,0.9,PhD,Python,7,2,True,10.3,94842
Machine Learning Engineer,Lead,Full-time,M,GB,Consulting,0,17.2,Bachelors,Java,7,1,True,11.7,171539
Data Engineer,Mid,Full-time,M,NL,Finance,0,5.7,Bachelors,SQL,9,2,True,16.1,84914
Data Analyst,Senior,Full-time,M,PL,Education,50,9.6,Bachelors,Python,6,5,True,10.5,34279
Data Engineer,Mid,Contract,M,US,Finance,0,7.4,Bachelors,Python,7,3,True,7.2,109603
AI Engineer,Lead,Full-time,M,AU,Technology,100,14.0,PhD,Python,12,2,True,10.7,170581
Machine Learning Engineer,Senior,Full-time,M,SG,Technology,0,10.8,Masters,R,9,1,True,8.9,131847
Data Engineer,Entry,Contract,S,US,Technology,50,0.5,Masters,SQL,6,0,True,9.3,89408
Data Scientist,Lead,Contract,M,NL,Government,50,14.0,Masters,SQL,10,0,True,7.1,123211
Data Science Manager,Mid,Freelance,M,US,Finance,0,9.6,Masters,Python,7,1,False,0.7,146802
Data Scientist,Entry,Full-time,M,US,Technology,50,0.0,Masters,Python,4,0,False,2.1,91518
Computer Vision Engineer,Entry,Full-time,L,CA,Manufacturing,0,2.4,Masters,Python,12,1,True,10.2,85152
Data Scientist,Senior,Full-time,M,US,Technology,50,12.0,Self-taught,SQL,3,2,True,5.1,124499
Machine Learning Engineer,Mid,Contract,M,US,Technology,100,6.4,Bachelors,Python,9,1,True,18.6,150624
Analytics Engineer,Senior,Full-time,L,CA,Manufacturing,50,7.4,Bachelors,Rust,2,2,True,2.1,96954
Research Scientist,Senior,Part-time, M ,US,Healthcare,0,8.1,Masters,Python,5,1,True,7.4,72393
MLOps Engineer,Entry,Full-time,S,US,Consulting,50,1.5,Self-taught,Julia,8,2,True,5.9,81601
Data Scientist,Lead,Full-time,M,IN,Technology,0,9.7,Bootcamp,Scala,9,3,True,9.9,45666
Business Intelligence Analyst,Senior,Contract,M,NL,Healthcare,50,8.3,Bootcamp,SQL,6,3,False,4.0,67419
Research Scientist,Mid,Full-time,M,GB,Technology,100,6.6,Masters,R,9,0,False,3.2,107892
Computer Vision Engineer,Senior,Full-time,L,US,Technology,0,12.1,Masters,Java,11,0,True,8.4,150468
Data Science Manager,Mid,Full-time,S,CA,Finance,50,8.5,Bachelors,Python,11,0,True,13.5,101662
Analytics Engineer,Senior,Full-time,M,US,Consulting,50,12.5,Bachelors,Python,8,3,True,10.9,146975
LLM Engineer,Entry,Full-time,L,US,Government,50,4.6,Masters,Python,8,0,True,11.2,101882
Data Science Manager,Mid,Full-time,M,US,Technology,50,5.4,Bachelors,Python,12,2,True,12.6,163324
MLOps Engineer,Entry,Contract,S,IN,Technology,50,2.2,Bachelors,Python,9,3,True,1.7,20792
AI Engineer,Senior,Full-time,M,IN,Media,0,11.6,PhD,Python,8,1,True,12.8,53293
Machine Learning Engineer,Entry,Full-time,L,GB,Education,0,4.4,Bachelors,Python,4,3,False,3.4,56714
Machine Learning Engineer,Senior,Full-time,M,NL,Finance,0,11.4,Self-taught,Python,8,3,True,12.0,118748
Research Scientist,Senior,Full-time,L,FR,Consulting,0,10.0,Bachelors,Python,8,1,True,9.8,130027
AI Engineer,Lead,Full-time,M,IN,Consulting,50,11.0,Bachelors,R,8,4,True,15.6,57480
Data Scientist,Senior,Full-time,M,IN,Education,100,10.1,Bachelors,Rust,7,2,True,14.3,40156
Data Scientist,Mid,Full-time,S,US,Media,0,6.8,Masters,Java,5,3,True,13.4,94742
Machine Learning Engineer,Mid,Contract,L,DE,Finance,50,8.5,Bootcamp,Python,5,3,True,6.3,137348
Data Engineer,Lead,Full-time,M,BR,Technology,100,13.0,Masters,Python,9,5,True,16.3,80070
Research Scientist,Lead,Full-time,M,SG,Consulting,50,15.4,Bachelors,Python,8,2,True,12.6,164051
Data Science Manager,Mid,Part-time,S,US,Technology,50,4.4,Bachelors,Python,6,0,False,4.2,66223
Data Analyst,Lead,Full-time,L,DE,Technology,50,12.6,PhD,Python,10,3,True,7.1,139826
LLM Engineer,Mid,Full-time,M,US,Technology,100,0.0,Bachelors,Scala,6,2,True,13.5,113705
Data Engineer,Entry,Full-time,L,FR,Technology,50,1.7,Masters,Julia,9,3,True,12.4,66276
MLOps Engineer,Executive,Full-time,L,US,Energy,50,20.9,Bachelors,Python,13,2,True,1.7,201867
Data Scientist,Lead,Part-time,S,US,Education,100,12.8,Bachelors,SQL,10,2,False,1.5,54159
AI Engineer,Senior,Full-time,L,US,Manufacturing,0,10.6,Bootcamp,Python,7,4,True,9.3,160125
Machine Learning Engineer,Entry,Full-time,M,CA,Technology,0,2.8,Bachelors,Java,12,4,True,14.8,65608
LLM Engineer,Senior,Full-time,S,AU,Technology,50,9.8,PhD,Python,6,4,True,14.7,149607
Data Scientist,Senior,Full-time,M,DE,Retail,0,8.8,Masters,Python,10,2,False,1.1,110353
Machine Learning Engineer,Entry,Full-time,M,US,Healthcare,100,3.3,Bachelors,Python,7,1,True,8.9,98028
Business Intelligence Analyst,Mid,Contract,S,AU,Energy,50,7.1,PhD,R,5,4,False,1.6,57927
MLOps Engineer,Mid,Full-time,M,GB,Retail,100,4.7,Masters,Python,10,3,True,18.6,89440
Data Analyst,Lead,Full-time,S,NL,Finance,50,13.6,Bachelors,Python,5,2,True,10.1,73073
Business Intelligence Analyst,Entry,Contract,M,US,Manufacturing,100,2.1,Bachelors,Python,7,2,True,17.3,58705
Data Analyst,Entry,Full-time,M,AU,Education,0,2.3,Bachelors,Python,9,2,False,2.6,39409
Data Scientist,Mid,Full-time,S,SG,Media,0,7.2,PhD,Python,9,2,False,4.0,74626
Data Scientist,Mid,Full-time,M,IN,Technology,0,5.1, Masters ,Python,7,1,False,1.4,33034
Analytics Engineer,Mid,Full-time,M,IN,Government,50,7.1,Bachelors,Python,8,2,True,11.4,30831
LLM Engineer,Mid,Freelance,M,IN,Technology,50,8.7,Bootcamp,SQL,10,2,True,7.5,31528
Business Intelligence Analyst,Senior,Full-time,M,DE,Energy,0,9.8,Bachelors,R,6,2,True,4.9,81800
Analytics Engineer,Mid,Full-time,L,PL,Manufacturing,100,7.1,Bootcamp,Python,8,1,True,8.5,62234
Business Intelligence Analyst,Senior,Full-time,M,GB,Media,50,8.1,Bootcamp,SQL,10,1,False,2.3,76667
Computer Vision Engineer,Mid,Full-time,L,US,Technology,50,8.7,Masters,Python,8,2,True,11.1,185140
AI Engineer,Mid,Full-time,L,CA,Consulting,0,6.0,Bachelors,Java,5,3,True,15.5,93943
Research Scientist,Entry,Full-time,M,DE,Retail,0,1.9,Bachelors,Python,12,0,True,19.5,54866
Data Science Manager,Entry,Full-time,S,AU,Technology,100,3.1,Bachelors,SQL,9,0,False,3.1,90201
Machine Learning Engineer,Mid,Full-time,M,DE,Technology,100,6.9,Bachelors,Python,9,3,True,11.8,80784
Data Analyst,Lead,Full-time,M,BR,Retail,50,18.4,Bachelors,Java,7,1,False,2.8,26862
Computer Vision Engineer,Executive,Full-time,M,AU,Consulting,0,22.1,Bachelors,Python,11,2,True,11.4,197869
Data Scientist,Entry,Full-time,L,AU,Government,0,5.0,Masters,Python,11,2,True,9.5,88320
AI Engineer,Lead,Full-time,M,GB,Technology,50,15.9,Masters,Python,7,2,True,1.7,156959
Computer Vision Engineer,Mid,Freelance,L,US,Technology,0,7.0,Bachelors,Scala,10,1,False,0.8,117413
Analytics Engineer,Mid,Full-time,M,IN,Manufacturing,0,10.3,Masters,Python,9,3,True,5.9,25361
AI Engineer,Entry,Full-time,M,GB,Consulting,0,1.6,Bootcamp,Python,8,1,True,14.3,62923
Machine Learning Engineer,Entry,Full-time,M,US,Finance,100,2.2,Masters,Python,14,0,True,5.7,146217
Data Analyst,Entry,Full-time,M,SG,Finance,50,2.3,Bachelors,Java,7,1,False,4.5,46208
AI Engineer,Mid,Full-time,M,US,Media,0,5.6,Bootcamp,Python,6,0,True,7.7,119156
MLOps Engineer,Executive,Full-time,M,US,Government,0,19.7,Masters,Python,8,3,True,5.0,178419
AI Engineer,Lead,Full-time,S,PL,Technology,0,13.2,Masters,Python,8,2,True,12.5,88241
Analytics Engineer,Senior,Full-time,M,IN,Technology,100,11.8,Masters,Python,14,1,True,11.3,50797
Data Science Manager,Senior,Full-time,S,SG,Technology,0,11.6,Masters,SQL,9,1,True,14.4,119302
Research Scientist,Mid,Contract,M,DE,Technology,0,7.0,Bachelors,Scala,9,1,True,12.5,115227
MLOps Engineer,Mid,Full-time,M,AU,Finance,50,5.7,Bootcamp,SQL,6,4,False,0.8,121448
LLM Engineer,Mid,Full-time,L,US,Healthcare,50,5.6,Masters,Python,7,2,True,14.3,182469
AI Engineer,Senior,Full-time,M,US,Media,100,12.9,PhD,Python,7,1,True,11.1,171782
Data Engineer,Mid,Full-time,M,CA,Retail,0,4.9,Masters,Python,6,3,True,8.6,100796
Analytics Engineer,Senior,Full-time,S,US,Technology,0,12.9,Masters,Python,6,4,True,7.2,162656
LLM Engineer,Mid,Full-time,S,US,Manufacturing,50,6.8,Bachelors,Python,10,2,False,5.3,94031
Data Science Manager,Entry,Full-time,M,US,Manufacturing,0,2.5,Bootcamp,Scala,12,0,True,13.5,84381
Data Scientist,Senior,Full-time,S,CA,Retail,50,8.9,Bachelors,Python,11,6,True,12.1,98372
Machine Learning Engineer,Senior,Full-time,M,US,Consulting,100,9.4,Masters,Python,6,4,False,5.9,152407
Data Scientist,Executive,Full-time,M,US,Technology,0,18.0,Masters,Python,8,3,False,1.2,227254
Machine Learning Engineer,Lead,Full-time,M,NL,Technology,0,13.2,Bachelors,SQL,10,2,True,8.1,131271
Machine Learning Engineer,Senior,Full-time,M,US,Technology,0,17.4,Bootcamp,R,8,0,True,15.8,150687
Data Analyst,Senior,Full-time,M,AU,Energy,0,12.3,Bootcamp,Python,11,2,True,19.6,82037
Data Science Manager,Entry,Full-time,S,GB,Consulting,0,0.6,Self-taught,Python,9,0,True,9.9,44640
Analytics Engineer,Senior,Full-time,M,US,Manufacturing,50,10.4,Self-taught,Python,6,1,True,5.7,123484
Data Engineer,Entry,Full-time,L,IN,Healthcare,50,2.7,Bachelors,Python,9,3,False,1.3,27032
Analytics Engineer,Mid,Full-time,L,CA,Technology,50,5.2,PhD,Python,7,1,True,12.0,85632
Data Analyst,Entry,Full-time,M,IN,Government,0,4.7,Bootcamp,Python,4,0,False,0.7,12000
Data Engineer,Executive,Full-time,S,IN,Finance,0,19.5,Bootcamp,SQL,13,1,True,9.7,62796
Analytics Engineer,Senior,Full-time,S,AU,Technology,50,11.0,Self-taught,R,11,0,True,14.4,87627
MLOps Engineer,Mid,Full-time,S,US,Technology,100,6.4,Masters,Python,10,1,True,9.6,109859
Analytics Engineer,Senior,Freelance,S,US,Retail,0,8.2,Self-taught,Rust,11,2,True,15.4,77373
Data Engineer,Mid,Part-time,S,US,Finance,0,6.6,Masters,Python,11,1,True,11.3,64944
Data Analyst,Mid,Full-time,M,CA,Retail,100,4.7,Masters,R,10,2,True,10.3,68896
Machine Learning Engineer,Senior,Contract,L,PL,Healthcare,50,9.9,Bachelors,SQL,5,3,True,8.7,68836
Analytics Engineer,Mid,Full-time,M,US,Energy,100,4.5,PhD,Python,6,2,False,2.5,104170
LLM Engineer,Entry,Full-time,S,CA,Finance,0,4.3,Bachelors,R,8,2,True,5.2,96020
Business Intelligence Analyst,Mid,Full-time,L,NL,Technology,100,6.4,Bachelors,Python,8,3,False,3.2,62810
Data Science Manager,Lead,Contract,M,US,Finance,100,17.9,PhD,SQL,7,2,True,3.4,329944
Data Engineer,Mid,Full-time,M,AU,Technology,50,4.9,Bachelors,Python,8,0,True,7.3,106362
LLM Engineer,Mid,Full-time,M,US,Finance,50,6.7,Bachelors,Python,5,3,True,16.2,121726
Data Science Manager,Entry,Part-time,L,US,Technology,100,0.0,Bachelors,SQL,10,5,False,5.4,66330
Data Analyst,Executive,Full-time,L,CA,Finance,50,19.0,PhD,SQL,9,1,True,12.1,184919
Data Scientist,Entry,Full-time,M,CA,Technology,0,5.2,Bachelors,Python,4,1,True,2.4,71146
Data Scientist,Senior,Full-time,L,GB,Education,100,7.3,Bachelors,Python,5,0,True,12.0,95661
Analytics Engineer,Mid,Contract,L,AU,Technology,50,4.6,Bootcamp,Java,5,0,True,12.0,87199
LLM Engineer,Entry,Full-time,L,US,Finance,100,1.0,Bachelors,Python,8,4,True,15.6,149829
Data Analyst,Lead,Part-time,M,IN,Healthcare,50,14.8,Bachelors,Python,9,2,True,9.9,23826
Computer Vision Engineer,Entry,Full-time,L,GB,Consulting,100,3.5, Masters ,Python,11,1,True,11.6,103453
Data Analyst,Entry,Full-time,S,IN,Finance,0,0.8,Masters,Python,9,3,True,18.7,20178
MLOps Engineer,Mid,Freelance,M,FR,Manufacturing,0,7.2,Masters,Scala,6,4,False,0.0,65226
Data Analyst,Entry,Full-time,M,US,Consulting,0,3.1,Bachelors,Python,6,1,True,15.9,43793
Analytics Engineer,Senior,Full-time,M,IN,Manufacturing,0,12.8,Bachelors,Python,8,2,True,14.9,43211
Data Scientist,Lead,Full-time,L,US,Energy,100,13.9,,Python,10,2,True,11.3,155849
AI Engineer,Entry,Full-time,M,US,Media,0,3.0,Bootcamp,SQL,9,1,True,24.7,79168
Data Engineer,Senior,Full-time,M,BR,Energy,50,10.0,Bachelors,Python,6,2,True,16.5,39135
Research Scientist,Mid,Full-time,L,GB,Technology,100,8.0,Masters,SQL,14,1,False,3.5,119950
Business Intelligence Analyst,Entry,Part-time,L,GB,Finance,0,3.0,Bootcamp,Python,4,3,True,14.8,29087
Data Engineer,Mid,Full-time,M,GB,Technology,0,9.0,Masters,Python,9,2,True,6.4,93683
Data Science Manager,Senior,Full-time,M,BR,Technology,50,11.3,Masters,Python,6,0,True,3.4,71730
Machine Learning Engineer,Mid,Full-time,L,US,Technology,0,9.0,Masters,Scala,7,0,True,6.0,160880
Data Engineer,Entry,Full-time,M,US,Retail,0,4.2,PhD,Python,6,1,True,3.6,82883
Data Analyst,Senior,Full-time,L,AU,Technology,100,7.9,Bachelors,Python,7,4,False,3.4,96969
Data Scientist,Lead,Full-time,M,NL,Retail,50,13.1,PhD,Python,8,2,True,8.3,110554
Data Scientist,Mid,Full-time,L,CA,Technology,50,7.5,Bachelors,R,7,2,True,4.4,85930
Business Intelligence Analyst,Entry,Full-time,S,SG,Technology,0,0.7,Masters,Python,5,1,True,12.3,41285
Data Scientist,Senior,Full-time,M,SG,Government,100,10.1,Bachelors,Julia,7,1,False,3.2,61806
Research Scientist,Lead,Full-time,M,IN,Technology,50,15.2,Masters,Python,5,3,True,10.5,75514
AI Engineer,Executive,Full-time,M,US,Healthcare,0,14.6,Bachelors,Python,13,3,True,10.8,252690
AI Engineer,Lead,Full-time,M,US,Finance,50,14.1,Masters,Python,8,2,True,6.1,249295
Machine Learning Engineer,Entry,Full-time,L,US,Technology,100,1.9,Masters,Julia,9,1,False,1.7,171884
Data Scientist,Mid,Full-time,M,US,Finance,0,5.1,Self-taught,Scala,10,3,True,0.5,102332
Data Analyst,Mid,Full-time,S,BR,Retail,0,5.6,PhD,SQL,2,1,True,3.4,25660
MLOps Engineer,Entry,Full-time,M,PL,Finance,50,3.4,Masters,Rust,8,0,True,4.6,59555
Business Intelligence Analyst,Entry,Contract,M,BR,Education,0,3.2,Bootcamp,Python,7,1,True,10.4,13199
Machine Learning Engineer,Senior,Contract,L,IN,Healthcare,50,11.9,Bachelors,Python,7,4,True,10.9,62555
Data Engineer,Entry,Full-time,S,US,Technology,100,3.1,Bootcamp,Scala,11,1,False,0.0,64735
LLM Engineer,Lead,Full-time,S,FR,Technology,0,17.8,Bachelors,R,5,1,True,13.9,107312
Data Scientist,Mid,Part-time,M,IN,Education,0,3.0,Masters,SQL,7,1,False,1.6,12000
AI Engineer,Entry,Full-time,M,PL,Finance,0,3.0,Masters,Python,9,1,True,13.0,48553
Data Science Manager,Mid,Full-time,M,IN,Media,50,8.3,Bootcamp,Rust,8,1,True,12.4,30257
Machine Learning Engineer,Senior,Part-time,M,GB,Finance,0,9.9,Bachelors,Python,7,0,True,17.4,70683
Data Engineer,Mid,Full-time,M,US,Technology,50,5.3,Bachelors,R,15,0,True,6.4,137823
Data Engineer,Mid,Full-time,M,US,Finance,50,6.9,Masters,Python,11,1,False,1.4,116122
AI Engineer,Mid,Full-time,M,GB,Finance,0,2.1,Masters,SQL,8,1,True,7.5,113607
Business Intelligence Analyst,Entry,Full-time,L,FR,Finance,50,4.5,Bachelors,Python,11,1,True,9.0,55589
MLOps Engineer,Entry,Contract,L,US,Consulting,50,1.0,Masters,SQL,6,0,False,0.0,92889
Data Engineer,Executive,Full-time,M,US,Technology,100,21.4,Masters,Python,7,2,True,11.0,258641
Data Engineer,Senior,Full-time,M,NL,Technology,0,12.6,Bachelors,Python,4,4,True,5.6,84762
Research Scientist,Lead,Full-time,M,AU,Technology,50,13.3,Bachelors,Python,5,1,True,9.4,154732
AI Engineer,Senior,Contract,M,US,Technology,0,10.6,Bachelors,Python,8,3,True,10.2,184558
Data Scientist,Mid,Full-time,M,FR,Consulting,100,6.8,Bachelors,Scala,7,2,True,18.5,77692
AI Engineer,Senior,Freelance,S,US,Technology,0,9.1,Bachelors,SQL,10,0,True,11.1,127550
Analytics Engineer,Mid,Full-time,S,US,Finance,50,4.0,Bootcamp,Rust,9,1,True,12.8,95885
Data Scientist,Mid,Contract,S,IN,Technology,100,6.7,Bachelors,Python,9,1,True,6.8,32491
Analytics Engineer,Mid,Full-time,L,US,Technology,100,6.4,PhD,Python,13,0,True,14.0,153858
Data Scientist,Mid,Full-time,M,NL,Technology,100,8.7,Bachelors,Python,14,0,True,9.9,110316
Data Scientist,Executive,Full-time,M,SG,Technology,0,20.0,Masters,Python,9,2,False,0.0,149044
AI Engineer,Lead,Full-time, M ,GB,Finance,100,14.4,Masters,Python,6,2,False,3.6,172438
Analytics Engineer,Mid,Full-time,M,IN,Technology,50,5.0,Masters,Python,7,3,True,15.1,26728
AI Engineer,Entry,Freelance,L,US,Government,50,2.4,PhD,Python,7,3,True,8.6,90015
AI Engineer,Senior,Contract,M,NL,Technology,50,10.6,PhD,Python,5,3,True,9.3,122637
Data Scientist,Entry,Contract,L,US,Technology,50,4.6,Bachelors,Python,5,2,False,2.8,109588
AI Engineer,Lead,Full-time,L,IN,Government,50,15.1,Masters,Python,8,2,True,8.8,61893
Machine Learning Engineer,Executive,Full-time,M,US,Technology,50,18.0,Bachelors,R,8,4,True,10.1,227078
Data Scientist,Mid,Contract,L,US,Manufacturing,0,6.9,Bachelors,Python,9,1,True,19.1,92246
Analytics Engineer,Entry,Full-time,M,GB,Healthcare,50,0.3,Masters,Python,9,1,False,2.4,62609
Data Analyst,Senior,Full-time,S,US,Media,50,6.1,Bachelors,Python,3,1,True,9.1,73638
Machine Learning Engineer,Lead,Full-time,L,PL,Government,100,18.6,Bachelors,Python,8,3,True,17.4,78105
Machine Learning Engineer,Senior,Full-time,L,US,Education,0,10.0,Bootcamp,,7,1,False,2.9,138760
MLOps Engineer,Senior,Full-time,M,BR,Government,0,10.8,Masters,Python,4,2,False,0.0,37119
Business Intelligence Analyst,Senior,Full-time,M,SG,Education,50,13.3,Bachelors,Python,9,2,True,18.0,56938
Analytics Engineer,Entry,Full-time,L,IN,Technology,0,0.8,Masters,Python,9,5,False,2.4,33575
Data Analyst,Senior,Freelance,S,US,Retail,0,10.1,Masters,SQL,6,2,True,5.0,86304
Data Analyst,Mid,Full-time,M,ES,Consulting,0,7.3,Bachelors,Python,10,2,False,3.2,40074
Machine Learning Engineer,Lead,Full-time,M,US,Energy,0,13.7,Masters,SQL,7,0,True,9.6,181976
