job_title,experience_level,employment_type,company_size,industry,company_location_name,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Machine Learning Engineer,Entry,Full-time,M,Finance,United States,100,2,Masters,Python,14,0,True,6,146217
Data Analyst,Entry,Full-time,M,Finance,Singapore,50,2,Bachelors,Java,7,1,False,4,46208
AI Engineer,Mid,Full-time,M,Media,United States,0,6,Bootcamp,Python,6,0,True,8,119156
MLOps Engineer,Executive,Full-time,M,Government,United States,0,20,Masters,Python,8,3,True,5,178419
AI Engineer,Lead,Full-time,S,Technology,Poland,0,13,Masters,Python,8,2,True,12,88241
Analytics Engineer,Senior,Full-time,M,Technology,India,100,12,Masters,Python,14,1,True,11,50797
Data Science Manager,Senior,Full-time,S,Technology,Singapore,0,12,Masters,SQL,9,1,True,14,119302
Research Scientist,Mid,Contract,M,Technology,Germany,0,7,Bachelors,Scala,9,1,True,12,115227
MLOps Engineer,Mid,Full-time,M,Finance,Australia,50,6,Bootcamp,SQL,6,4,False,1,121448
LLM Engineer,Mid,Full-time,L,Healthcare,United States,50,6,Masters,Python,7,2,True,14,182469
AI Engineer,Senior,Full-time,M,Media,United States,100,13,PhD,Python,7,1,True,11,171782
Data Engineer,Mid,Full-time,M,Retail,Canada,0,5,Masters,Python,6,3,True,9,100796
Analytics Engineer,Senior,Full-time,S,Technology,United States,0,13,Masters,Python,6,4,True,7,162656
LLM Engineer,Mid,Full-time,S,Manufacturing,United States,50,7,Bachelors,Python,10,2,False,5,94031
Data Science Manager,Entry,Full-time,M,Manufacturing,United States,0,2,Bootcamp,Scala,12,0,True,14,84381
Data Scientist,Senior,Full-time,S,Retail,Canada,50,9,Bachelors,Python,11,6,True,12,98372
Machine Learning Engineer,Senior,Full-time,M,Consulting,United States,100,9,Masters,Python,6,4,False,6,152407
Data Scientist,Executive,Full-time,M,Technology,United States,0,18,Masters,Python,8,3,False,1,227254
Machine Learning Engineer,Lead,Full-time,M,Technology,Netherlands,0,13,Bachelors,SQL,10,2,True,8,131271
Machine Learning Engineer,Senior,Full-time,M,Technology,United States,0,17,Bootcamp,R,8,0,True,16,150687
Data Analyst,Senior,Full-time,M,Energy,Australia,0,12,Bootcamp,Python,11,2,True,20,82037
Data Science Manager,Entry,Full-time,S,Consulting,Great Britain,0,1,Self-taught,Python,9,0,True,10,44640
Analytics Engineer,Senior,Full-time,M,Manufacturing,United States,50,10,Self-taught,Python,6,1,True,6,123484
Data Engineer,Entry,Full-time,L,Healthcare,India,50,3,Bachelors,Python,9,3,False,1,27032
Analytics Engineer,Mid,Full-time,L,Technology,Canada,50,5,PhD,Python,7,1,True,12,85632
Data Analyst,Entry,Full-time,M,Government,India,0,5,Bootcamp,Python,4,0,False,1,12000
Data Engineer,Executive,Full-time,S,Finance,India,0,20,Bootcamp,SQL,13,1,True,10,62796
Analytics Engineer,Senior,Full-time,S,Technology,Australia,50,11,Self-taught,R,11,0,True,14,87627
MLOps Engineer,Mid,Full-time,S,Technology,United States,100,6,Masters,Python,10,1,True,10,109859
Analytics Engineer,Senior,Freelance,S,Retail,United States,0,8,Self-taught,Rust,11,2,True,15,77373
Data Engineer,Mid,Part-time,S,Finance,United States,0,7,Masters,Python,11,1,True,11,64944
Data Analyst,Mid,Full-time,M,Retail,Canada,100,5,Masters,R,10,2,True,10,68896
Machine Learning Engineer,Senior,Contract,L,Healthcare,Poland,50,10,Bachelors,SQL,5,3,True,9,68836
Analytics Engineer,Mid,Full-time,M,Energy,United States,100,4,PhD,Python,6,2,False,2,104170
LLM Engineer,Entry,Full-time,S,Finance,Canada,0,4,Bachelors,R,8,2,True,5,96020
Business Intelligence Analyst,Mid,Full-time,L,Technology,Netherlands,100,6,Bachelors,Python,8,3,False,3,62810
Data Science Manager,Lead,Contract,M,Finance,United States,100,18,PhD,SQL,7,2,True,3,329944
Data Engineer,Mid,Full-time,M,Technology,Australia,50,5,Bachelors,Python,8,0,True,7,106362
LLM Engineer,Mid,Full-time,M,Finance,United States,50,7,Bachelors,Python,5,3,True,16,121726
Data Science Manager,Entry,Part-time,L,Technology,United States,100,0,Bachelors,SQL,10,5,False,5,66330
Data Analyst,Executive,Full-time,L,Finance,Canada,50,19,PhD,SQL,9,1,True,12,184919
Data Scientist,Entry,Full-time,M,Technology,Canada,0,5,Bachelors,Python,4,1,True,2,71146
Data Scientist,Senior,Full-time,L,Education,Great Britain,100,7,Bachelors,Python,5,0,True,12,95661
Analytics Engineer,Mid,Contract,L,Technology,Australia,50,5,Bootcamp,Java,5,0,True,12,87199
LLM Engineer,Entry,Full-time,L,Finance,United States,100,1,Bachelors,Python,8,4,True,16,149829
Data Analyst,Lead,Part-time,M,Healthcare,India,50,15,Bachelors,Python,9,2,True,10,23826
Computer Vision Engineer,Entry,Full-time,L,Consulting,Great Britain,100,4,Masters,Python,11,1,True,12,103453
Data Analyst,Entry,Full-time,S,Finance,India,0,1,Masters,Python,9,3,True,19,20178
MLOps Engineer,Mid,Freelance,M,Manufacturing,France,0,7,Masters,Scala,6,4,False,0,65226
Data Analyst,Entry,Full-time,M,Consulting,United States,0,3,Bachelors,Python,6,1,True,16,43793
Analytics Engineer,Senior,Full-time,M,Manufacturing,India,0,13,Bachelors,Python,8,2,True,15,43211
Data Scientist,Lead,Full-time,L,Energy,United States,100,14,Unknown,Python,10,2,True,11,155849
AI Engineer,Entry,Full-time,M,Media,United States,0,3,Bootcamp,SQL,9,1,True,25,79168
Data Engineer,Senior,Full-time,M,Energy,Brazil,50,10,Bachelors,Python,6,2,True,16,39135
Research Scientist,Mid,Full-time,L,Technology,Great Britain,100,8,Masters,SQL,14,1,False,4,119950
Business Intelligence Analyst,Entry,Part-time,L,Finance,Great Britain,0,3,Bootcamp,Python,4,3,True,15,29087
Data Engineer,Mid,Full-time,M,Technology,Great Britain,0,9,Masters,Python,9,2,True,6,93683
Data Science Manager,Senior,Full-time,M,Technology,Brazil,50,11,Masters,Python,6,0,True,3,71730
Machine Learning Engineer,Mid,Full-time,L,Technology,United States,0,9,Masters,Scala,7,0,True,6,160880
Data Engineer,Entry,Full-time,M,Retail,United States,0,4,PhD,Python,6,1,True,4,82883
Data Analyst,Senior,Full-time,L,Technology,Australia,100,8,Bachelors,Python,7,4,False,3,96969
Data Scientist,Lead,Full-time,M,Retail,Netherlands,50,13,PhD,Python,8,2,True,8,110554
Data Scientist,Mid,Full-time,L,Technology,Canada,50,8,Bachelors,R,7,2,True,4,85930
Business Intelligence Analyst,Entry,Full-time,S,Technology,Singapore,0,1,Masters,Python,5,1,True,12,41285
Data Scientist,Senior,Full-time,M,Government,Singapore,100,10,Bachelors,Julia,7,1,False,3,61806
Research Scientist,Lead,Full-time,M,Technology,India,50,15,Masters,Python,5,3,True,10,75514
AI Engineer,Executive,Full-time,M,Healthcare,United States,0,15,Bachelors,Python,13,3,True,11,252690
AI Engineer,Lead,Full-time,M,Finance,United States,50,14,Masters,Python,8,2,True,6,249295
Machine Learning Engineer,Entry,Full-time,L,Technology,United States,100,2,Masters,Julia,9,1,False,2,171884
Data Scientist,Mid,Full-time,M,Finance,United States,0,5,Self-taught,Scala,10,3,True,0,102332
Data Analyst,Mid,Full-time,S,Retail,Brazil,0,6,PhD,SQL,2,1,True,3,25660
MLOps Engineer,Entry,Full-time,M,Finance,Poland,50,3,Masters,Rust,8,0,True,5,59555
Business Intelligence Analyst,Entry,Contract,M,Education,Brazil,0,3,Bootcamp,Python,7,1,True,10,13199
Machine Learning Engineer,Senior,Contract,L,Healthcare,India,50,12,Bachelors,Python,7,4,True,11,62555
Data Engineer,Entry,Full-time,S,Technology,United States,100,3,Bootcamp,Scala,11,1,False,0,64735
LLM Engineer,Lead,Full-time,S,Technology,France,0,18,Bachelors,R,5,1,True,14,107312
Data Scientist,Mid,Part-time,M,Education,India,0,3,Masters,SQL,7,1,False,2,12000
AI Engineer,Entry,Full-time,M,Finance,Poland,0,3,Masters,Python,9,1,True,13,48553
Data Science Manager,Mid,Full-time,M,Media,India,50,8,Bootcamp,Rust,8,1,True,12,30257
Machine Learning Engineer,Senior,Part-time,M,Finance,Great Britain,0,10,Bachelors,Python,7,0,True,17,70683
Data Engineer,Mid,Full-time,M,Technology,United States,50,5,Bachelors,R,15,0,True,6,137823
Data Engineer,Mid,Full-time,M,Finance,United States,50,7,Masters,Python,11,1,False,1,116122
AI Engineer,Mid,Full-time,M,Finance,Great Britain,0,2,Masters,SQL,8,1,True,8,113607
Business Intelligence Analyst,Entry,Full-time,L,Finance,France,50,4,Bachelors,Python,11,1,True,9,55589
MLOps Engineer,Entry,Contract,L,Consulting,United States,50,1,Masters,SQL,6,0,False,0,92889
Data Engineer,Executive,Full-time,M,Technology,United States,100,21,Masters,Python,7,2,True,11,258641
Data Engineer,Senior,Full-time,M,Technology,Netherlands,0,13,Bachelors,Python,4,4,True,6,84762
Research Scientist,Lead,Full-time,M,Technology,Australia,50,13,Bachelors,Python,5,1,True,9,154732
AI Engineer,Senior,Contract,M,Technology,United States,0,11,Bachelors,Python,8,3,True,10,184558
Data Scientist,Mid,Full-time,M,Consulting,France,100,7,Bachelors,Scala,7,2,True,18,77692
AI Engineer,Senior,Freelance,S,Technology,United States,0,9,Bachelors,SQL,10,0,True,11,127550
Analytics Engineer,Mid,Full-time,S,Finance,United States,50,4,Bootcamp,Rust,9,1,True,13,95885
Data Scientist,Mid,Contract,S,Technology,India,100,7,Bachelors,Python,9,1,True,7,32491
Analytics Engineer,Mid,Full-time,L,Technology,United States,100,6,PhD,Python,13,0,True,14,153858
Data Scientist,Mid,Full-time,M,Technology,Netherlands,100,9,Bachelors,Python,14,0,True,10,110316
Data Scientist,Executive,Full-time,M,Technology,Singapore,0,20,Masters,Python,9,2,False,0,149044
AI Engineer,Lead,Full-time,M,Finance,Great Britain,100,14,Masters,Python,6,2,False,4,172438
Analytics Engineer,Mid,Full-time,M,Technology,India,50,5,Masters,Python,7,3,True,15,26728
AI Engineer,Entry,Freelance,L,Government,United States,50,2,PhD,Python,7,3,True,9,90015
AI Engineer,Senior,Contract,M,Technology,Netherlands,50,11,PhD,Python,5,3,True,9,122637
Data Scientist,Entry,Contract,L,Technology,United States,50,5,Bachelors,Python,5,2,False,3,109588
AI Engineer,Lead,Full-time,L,Government,India,50,15,Masters,Python,8,2,True,9,61893
Machine Learning Engineer,Executive,Full-time,M,Technology,United States,50,18,Bachelors,R,8,4,True,10,227078
Data Scientist,Mid,Contract,L,Manufacturing,United States,0,7,Bachelors,Python,9,1,True,19,92246
Analytics Engineer,Entry,Full-time,M,Healthcare,Great Britain,50,0,Masters,Python,9,1,False,2,62609
Data Analyst,Senior,Full-time,S,Media,United States,50,6,Bachelors,Python,3,1,True,9,73638
Machine Learning Engineer,Lead,Full-time,L,Government,Poland,100,19,Bachelors,Python,8,3,True,17,78105
Machine Learning Engineer,Senior,Full-time,L,Education,United States,0,10,Bootcamp,Python,7,1,False,3,138760
MLOps Engineer,Senior,Full-time,M,Government,Brazil,0,11,Masters,Python,4,2,False,0,37119
Business Intelligence Analyst,Senior,Full-time,M,Education,Singapore,50,13,Bachelors,Python,9,2,True,18,56938
Analytics Engineer,Entry,Full-time,L,Technology,India,0,1,Masters,Python,9,5,False,2,33575
Data Analyst,Senior,Freelance,S,Retail,United States,0,10,Masters,SQL,6,2,True,5,86304
Data Analyst,Mid,Full-time,M,Consulting,Spain,0,7,Bachelors,Python,10,2,False,3,40074
Machine Learning Engineer,Lead,Full-time,M,Energy,United States,0,14,Masters,SQL,7,0,True,10,181976
Data Engineer,Senior,Full-time,M,Consulting,Australia,100,12,Bachelors,Scala,12,1,True,12,109212
MLOps Engineer,Entry,Full-time,L,Manufacturing,United States,0,3,Masters,SQL,5,2,True,3,151238
AI Engineer,Mid,Full-time,L,Consulting,Australia,50,7,Masters,Python,6,2,True,5,170180
Machine Learning Engineer,Mid,Full-time,S,Consulting,United States,0,7,PhD,Scala,5,3,True,9,100470
AI Engineer,Executive,Full-time,L,Technology,Singapore,0,19,Bachelors,Python,6,0,True,17,192089
Data Engineer,Senior,Full-time,L,Technology,United States,100,10,Bachelors,Python,9,1,True,5,199977
Business Intelligence Analyst,Lead,Full-time,L,Media,France,50,14,Masters,Python,9,1,False,2,114201
Analytics Engineer,Entry,Contract,M,Technology,United States,100,3,Bachelors,Python,10,0,True,2,60268
Analytics Engineer,Senior,Full-time,M,Healthcare,United States,0,10,Bachelors,Rust,6,3,True,16,160073
Data Science Manager,Senior,Full-time,M,Consulting,Great Britain,50,8,Masters,Python,8,1,True,10,122715
MLOps Engineer,Mid,Full-time,M,Technology,United States,100,6,Masters,Python,6,2,False,1,111907
Research Scientist,Lead,Full-time,S,Retail,Australia,50,16,Bootcamp,Python,11,2,True,10,126987
Analytics Engineer,Mid,Full-time,S,Finance,Australia,100,7,Bachelors,Python,10,1,True,10,74735
Research Scientist,Lead,Full-time,M,Finance,Brazil,0,13,Bootcamp,SQL,8,1,True,6,57073
Data Science Manager,Senior,Full-time,M,Consulting,India,0,9,Bachelors,R,7,4,False,7,64059
Data Engineer,Lead,Full-time,M,Government,Spain,100,13,Masters,SQL,3,0,False,0,51329
Data Engineer,Senior,Full-time,S,Technology,India,0,10,Masters,Python,13,3,False,0,47739
Data Scientist,Senior,Full-time,M,Retail,Canada,100,12,Bachelors,Python,9,2,True,5,98440
Computer Vision Engineer,Senior,Full-time,S,Technology,Poland,0,12,Masters,SQL,5,5,False,3,75193
Data Scientist,Entry,Full-time,M,Media,Germany,0,3,Masters,Python,11,4,False,2,65965
Computer Vision Engineer,Entry,Full-time,S,Technology,Canada,50,0,Unknown,Python,7,4,True,3,64476
Data Engineer,Mid,Full-time,L,Healthcare,France,0,7,Masters,SQL,7,2,True,14,90452
Data Science Manager,Mid,Full-time,L,Manufacturing,United States,50,6,Bachelors,Python,7,2,False,2,159504
Data Scientist,Mid,Full-time,M,Consulting,Brazil,0,6,Bachelors,Julia,6,0,False,3,32030
Data Analyst,Mid,Full-time,M,Healthcare,United States,0,5,Self-taught,Rust,7,0,True,13,74667
Analytics Engineer,Mid,Full-time,L,Education,United States,0,6,PhD,Java,4,2,True,10,113374
Data Engineer,Entry,Full-time,M,Media,United States,0,4,Masters,Python,18,3,False,1,94969
Machine Learning Engineer,Senior,Freelance,M,Retail,Australia,100,11,Masters,SQL,8,3,True,15,117092
Data Analyst,Mid,Full-time,S,Media,India,50,6,Bachelors,Python,11,2,True,13,18421
Data Analyst,Mid,Full-time,L,Technology,United States,0,6,Bachelors,Python,6,0,True,12,127104
Business Intelligence Analyst,Senior,Full-time,L,Consulting,Australia,0,11,Masters,Python,7,1,False,4,101982
AI Engineer,Entry,Full-time,M,Technology,Great Britain,50,4,Self-taught,Python,8,1,True,8,66529
Analytics Engineer,Lead,Full-time,M,Technology,Great Britain,100,19,Masters,Python,5,1,True,19,119484
Data Engineer,Lead,Full-time,M,Government,India,100,10,Masters,SQL,1,2,True,6,43197
Machine Learning Engineer,Senior,Full-time,L,Technology,United States,50,10,Masters,R,6,1,True,7,215929
Computer Vision Engineer,Senior,Full-time,M,Media,United States,0,11,Masters,Python,9,1,True,10,165784
Business Intelligence Analyst,Mid,Full-time,L,Technology,Great Britain,0,8,Masters,Python,10,3,True,9,86146
AI Engineer,Entry,Full-time,M,Technology,Great Britain,0,1,Bachelors,Java,13,0,True,13,85801
MLOps Engineer,Senior,Contract,M,Manufacturing,India,100,8,Masters,Python,6,2,True,15,38456
Data Scientist,Entry,Contract,M,Technology,Brazil,50,5,Bachelors,Julia,6,1,False,5,27800
Data Engineer,Executive,Full-time,L,Retail,United States,50,17,PhD,Python,8,8,True,11,204325
AI Engineer,Entry,Full-time,S,Media,Spain,0,4,Bachelors,Python,8,2,True,6,39080
Machine Learning Engineer,Senior,Full-time,M,Healthcare,Brazil,50,9,Masters,Python,10,1,True,10,57415
Data Engineer,Entry,Full-time,M,Healthcare,United States,0,2,Bachelors,Python,8,1,True,6,74851
MLOps Engineer,Lead,Full-time,M,Healthcare,India,50,16,Bachelors,Python,5,2,True,10,45531
Data Analyst,Entry,Full-time,M,Manufacturing,United States,50,2,Bachelors,Python,7,1,False,2,54246
Computer Vision Engineer,Mid,Full-time,M,Education,Great Britain,0,6,Masters,Python,14,3,False,3,76400
Data Analyst,Entry,Full-time,M,Consulting,India,0,1,Bachelors,Python,6,3,True,15,12544
MLOps Engineer,Mid,Full-time,L,Finance,India,0,7,Self-taught,Python,7,3,False,3,51393
Machine Learning Engineer,Senior,Full-time,L,Technology,Netherlands,0,10,Masters,Python,11,2,True,16,143971
MLOps Engineer,Mid,Full-time,M,Media,Germany,0,6,Bachelors,Python,7,2,True,8,87136
Data Engineer,Mid,Full-time,M,Education,Great Britain,0,5,Bachelors,Python,7,0,True,13,73286
Data Engineer,Mid,Full-time,M,Consulting,Germany,0,9,Masters,SQL,11,1,False,4,65354
Research Scientist,Senior,Full-time,M,Manufacturing,Canada,0,10,Bachelors,SQL,8,4,True,19,137395
Data Science Manager,Senior,Contract,M,Technology,Great Britain,100,10,Masters,Python,10,2,True,5,131830
MLOps Engineer,Senior,Freelance,L,Government,India,0,10,Bachelors,Python,4,6,True,10,39878
Data Scientist,Senior,Full-time,L,Education,United States,50,10,Masters,Java,6,4,False,3,136760
Data Scientist,Lead,Full-time,M,Energy,Spain,100,14,Masters,Python,5,1,True,10,90884
Data Analyst,Senior,Full-time,L,Education,Great Britain,50,7,Self-taught,Python,6,2,True,14,64263
Data Engineer,Senior,Full-time,L,Government,Canada,100,14,Bachelors,Java,4,4,False,0,136654
Data Analyst,Senior,Freelance,L,Healthcare,India,50,10,Bachelors,Python,6,4,True,6,39364
Data Science Manager,Senior,Full-time,L,Energy,United States,100,14,Masters,Python,10,2,True,13,225491
Data Analyst,Mid,Full-time,L,Finance,United States,0,6,Bootcamp,Python,7,1,True,13,100131
Machine Learning Engineer,Mid,Full-time,S,Consulting,Germany,0,6,Masters,R,6,2,True,9,96572
Data Scientist,Entry,Full-time,M,Manufacturing,Great Britain,0,3,Masters,Python,5,3,True,9,72166
Data Engineer,Lead,Full-time,M,Technology,Brazil,0,16,Masters,Python,8,2,False,2,49783
AI Engineer,Mid,Full-time,S,Energy,Great Britain,100,10,Bootcamp,Rust,7,1,True,19,61578
Machine Learning Engineer,Entry,Full-time,M,Consulting,Brazil,100,0,Bootcamp,SQL,9,4,True,16,19580
Data Scientist,Lead,Full-time,L,Education,Spain,0,16,Bachelors,Python,5,1,False,3,102169
Analytics Engineer,Senior,Full-time,M,Technology,Great Britain,0,7,PhD,Python,14,1,False,4,124541
Data Science Manager,Executive,Full-time,L,Finance,Canada,100,20,Masters,Python,6,5,True,19,216932
Data Analyst,Entry,Full-time,M,Media,Germany,100,2,Bootcamp,Java,10,3,True,9,25401
Data Analyst,Mid,Full-time,L,Finance,Canada,50,5,Bachelors,SQL,5,1,True,4,83370
Analytics Engineer,Mid,Full-time,M,Finance,United States,0,6,Bachelors,SQL,8,0,True,8,131449
Machine Learning Engineer,Mid,Full-time,M,Finance,Canada,0,10,Bootcamp,Python,5,1,True,10,116196
Data Scientist,Mid,Full-time,S,Finance,United States,100,5,Masters,Python,5,2,True,9,118167
Data Scientist,Entry,Full-time,M,Government,Germany,100,3,Masters,Python,6,2,False,5,48856
Data Science Manager,Senior,Full-time,M,Manufacturing,United States,100,10,Bachelors,Python,6,4,True,20,176810
MLOps Engineer,Entry,Full-time,M,Technology,Australia,0,3,Bachelors,Python,8,1,True,13,78577
Machine Learning Engineer,Mid,Full-time,S,Technology,United States,0,7,Masters,SQL,8,1,False,0,92687
Data Analyst,Mid,Full-time,M,Technology,United States,50,4,Masters,Python,7,1,False,0,105171
Computer Vision Engineer,Executive,Full-time,M,Technology,Netherlands,100,18,Masters,Python,4,0,True,7,179294
Data Engineer,Senior,Full-time,L,Technology,United States,0,8,Bachelors,Python,8,5,False,1,168016
Data Engineer,Mid,Full-time,M,Education,United States,100,6,Masters,SQL,10,2,True,6,85310
Analytics Engineer,Mid,Full-time,M,Technology,Spain,50,4,Masters,Python,7,1,True,7,52951
LLM Engineer,Senior,Full-time,M,Technology,India,50,11,Masters,SQL,8,1,False,2,73036
Data Scientist,Senior,Contract,M,Education,Poland,0,10,PhD,Python,7,1,False,2,47220
AI Engineer,Senior,Full-time,S,Technology,India,0,8,Masters,SQL,8,1,True,13,52254
Data Engineer,Senior,Full-time,M,Healthcare,United States,50,9,PhD,Python,7,4,False,3,194414
Data Science Manager,Mid,Full-time,S,Healthcare,Canada,100,10,Masters,Python,10,1,True,15,108884
Data Engineer,Executive,Full-time,M,Technology,Canada,0,18,Bachelors,Python,3,2,True,22,150702
Data Engineer,Executive,Contract,M,Technology,India,0,18,Bachelors,Python,3,3,True,16,70544
Research Scientist,Lead,Full-time,M,Technology,United States,0,16,Masters,Python,8,2,True,10,200221
Business Intelligence Analyst,Senior,Full-time,S,Government,India,100,12,Bachelors,Julia,9,2,False,2,20012
Research Scientist,Entry,Full-time,S,Retail,United States,0,0,Bachelors,Python,8,1,True,18,64636
AI Engineer,Senior,Full-time,M,Healthcare,Poland,0,13,Masters,Python,9,1,True,8,71055
Data Scientist,Senior,Full-time,L,Retail,France,100,12,Masters,Julia,7,3,False,3,113539
Data Analyst,Mid,Full-time,S,Energy,Spain,50,9,Bachelors,Java,9,1,False,3,32747
Analytics Engineer,Senior,Full-time,S,Finance,United States,50,12,Masters,SQL,8,2,False,1,155171
Data Scientist,Entry,Contract,S,Finance,India,50,2,Masters,Python,8,2,True,9,27424
Computer Vision Engineer,Mid,Full-time,S,Finance,United States,100,3,Masters,R,8,5,True,9,109193
Computer Vision Engineer,Entry,Full-time,M,Media,India,50,2,Masters,Python,8,1,True,10,22551
Research Scientist,Senior,Contract,M,Consulting,Germany,0,12,Bachelors,Python,11,1,True,11,120871
Data Engineer,Entry,Full-time,M,Retail,Canada,0,8,Bachelors,R,4,2,False,2,72062
Computer Vision Engineer,Entry,Full-time,M,Technology,Canada,50,0,Bootcamp,Python,9,2,False,2,69130
Analytics Engineer,Senior,Full-time,M,Education,United States,50,11,Self-taught,Python,3,4,False,4,70664
MLOps Engineer,Senior,Full-time,M,Technology,Singapore,0,9,PhD,Python,8,2,True,9,140254
Data Scientist,Senior,Full-time,M,Technology,United States,0,7,Bachelors,Python,6,2,False,0,156252
AI Engineer,Senior,Full-time,M,Healthcare,Australia,100,12,Bachelors,Python,8,2,True,12,155576
LLM Engineer,Mid,Full-time,M,Finance,Canada,0,8,Bachelors,Python,8,1,True,16,111249
Data Analyst,Entry,Full-time,M,Consulting,United States,0,4,Bootcamp,Python,8,2,True,11,49241
Data Analyst,Mid,Full-time,M,Technology,India,0,2,Bachelors,Python,7,1,True,8,23009
Machine Learning Engineer,Lead,Full-time,L,Healthcare,Australia,0,15,Unknown,Python,5,2,True,4,175965
LLM Engineer,Mid,Full-time,M,Technology,Australia,0,9,Bachelors,Python,5,2,False,2,127755
Data Scientist,Senior,Full-time,S,Finance,United States,100,12,Bootcamp,SQL,6,0,True,8,125750
MLOps Engineer,Senior,Full-time,L,Finance,India,100,12,Bachelors,Python,7,2,True,14,57974
AI Engineer,Senior,Full-time,S,Consulting,United States,100,8,Self-taught,Python,6,2,True,3,115778
MLOps Engineer,Senior,Full-time,M,Technology,Great Britain,100,11,Bachelors,Python,9,1,True,10,175100
Data Analyst,Senior,Full-time,S,Technology,United States,100,11,Bootcamp,Scala,9,2,True,8,96893
Data Science Manager,Mid,Full-time,M,Finance,Netherlands,0,6,Bootcamp,Python,12,1,False,5,99980
Data Analyst,Entry,Full-time,L,Energy,Spain,0,0,Masters,Python,10,1,True,17,40237
LLM Engineer,Senior,Full-time,S,Technology,Great Britain,0,13,Self-taught,Python,12,2,True,16,103887
Data Scientist,Senior,Full-time,S,Healthcare,Netherlands,50,8,Bachelors,Python,9,2,False,2,69698
MLOps Engineer,Lead,Full-time,S,Healthcare,India,100,15,Bachelors,Python,8,3,True,16,55412
Data Engineer,Senior,Full-time,M,Education,France,0,11,Bachelors,SQL,7,0,True,13,62027
Data Engineer,Senior,Full-time,M,Technology,Poland,100,13,Masters,Python,12,5,True,23,78163
Business Intelligence Analyst,Senior,Contract,M,Finance,Great Britain,50,10,Bootcamp,Python,10,3,False,2,76992
Data Engineer,Mid,Full-time,M,Technology,Great Britain,50,5,PhD,Python,4,2,False,2,99746
AI Engineer,Senior,Full-time,L,Technology,Netherlands,0,12,Masters,Python,6,3,True,9,155775
AI Engineer,Senior,Full-time,S,Energy,United States,50,12,PhD,R,7,1,True,14,191700
Data Scientist,Senior,Part-time,S,Consulting,United States,0,15,Masters,Python,5,1,True,6,69302
MLOps Engineer,Mid,Full-time,M,Consulting,France,0,7,Bachelors,R,8,0,False,0,73640
Computer Vision Engineer,Senior,Full-time,M,Retail,Spain,50,10,Masters,R,8,2,True,12,77396
Data Engineer,Senior,Full-time,M,Technology,India,50,11,Masters,Python,7,3,False,4,37643
LLM Engineer,Mid,Contract,L,Media,Great Britain,0,4,Masters,Python,6,3,True,11,100059
Data Analyst,Mid,Contract,M,Finance,United States,50,7,Masters,Python,6,3,True,6,75003
AI Engineer,Entry,Full-time,M,Finance,Germany,50,3,Masters,Python,5,0,True,10,53128
Data Analyst,Entry,Full-time,S,Finance,Brazil,50,2,Masters,Rust,10,0,True,14,27938
Data Analyst,Lead,Full-time,M,Healthcare,United States,0,15,Bachelors,Python,5,0,False,1,143167
Research Scientist,Senior,Full-time,L,Education,India,0,8,Bachelors,Python,7,2,True,12,41539
Data Scientist,Mid,Full-time,S,Technology,United States,50,6,Masters,SQL,6,3,True,8,141073
Data Science Manager,Entry,Full-time,L,Technology,India,0,4,Bachelors,Python,4,0,True,13,32361
MLOps Engineer,Entry,Part-time,S,Technology,United States,0,3,Bachelors,Java,8,1,True,24,49623
Data Analyst,Entry,Full-time,L,Consulting,India,100,2,Masters,SQL,6,3,True,14,19614
AI Engineer,Senior,Full-time,S,Media,United States,50,10,Bachelors,Python,9,4,True,11,154058
Data Scientist,Entry,Full-time,M,Media,United States,100,2,Bachelors,Python,12,2,False,3,80687
Research Scientist,Entry,Full-time,M,Media,United States,100,2,Masters,Python,7,2,True,15,88403
LLM Engineer,Senior,Full-time,M,Energy,Netherlands,0,11,Masters,Python,8,1,True,14,135090
LLM Engineer,Lead,Freelance,M,Media,United States,50,13,PhD,Python,9,4,True,10,176500
Data Scientist,Lead,Full-time,L,Finance,Great Britain,0,14,Masters,SQL,2,3,True,12,223658
Data Scientist,Executive,Full-time,L,Finance,United States,0,20,Masters,Python,9,3,True,14,320354
Research Scientist,Senior,Full-time,M,Manufacturing,France,50,9,Bootcamp,Python,5,1,True,21,109281
Data Engineer,Senior,Full-time,S,Manufacturing,Great Britain,0,11,Bachelors,Python,6,2,True,13,121197
Computer Vision Engineer,Lead,Full-time,M,Technology,Great Britain,0,15,Masters,Python,9,1,True,8,145128
AI Engineer,Lead,Full-time,M,Technology,India,100,17,PhD,Python,4,2,True,8,92377
AI Engineer,Entry,Full-time,M,Retail,United States,100,3,Masters,SQL,9,1,False,1,67979
Analytics Engineer,Senior,Full-time,M,Technology,United States,100,12,Bachelors,Python,7,2,True,14,138666
Business Intelligence Analyst,Senior,Full-time,L,Media,United States,0,12,Bachelors,SQL,6,5,True,8,100415
Machine Learning Engineer,Lead,Full-time,M,Finance,Brazil,100,14,Masters,SQL,9,3,True,13,83582
AI Engineer,Mid,Full-time,L,Healthcare,United States,0,9,Bachelors,Python,12,3,True,24,152306
Data Scientist,Senior,Full-time,S,Technology,India,0,10,Bachelors,Java,10,2,True,6,29873
Computer Vision Engineer,Lead,Contract,L,Retail,United States,50,15,Bachelors,Python,5,3,True,15,201912
